# shelf	signal	detail   (triage_09.py; feed: next_batch.py --s2-file)
S10406	c	item 44962 judged #328-338 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	c	item 44963 judged #339-349 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	c	item 44964 judged #350-360 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	c	item 44965 judged #361-371 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	c	item 44966 judged #372-382 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	c	item 44967 judged #383-393 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	c	item 44968 judged #394-404 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	c	item 44969 judged #405-415 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	c	item 44970 judged #416-426.5 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	c	item 44971 judged #427-437.5 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	c	item 44972 judged #438-448.5 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	c	item 44973 judged #449-459.5 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	c	item 44974 judged #460-470.5 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	c	item 44975 judged #473-481.5 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	c	item 44976 judged #482-482 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	c	item 44977 judged #493-493 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	c	item 44978 judged #504-504 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	c	item 44979 judged #515-525 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	c	item 119009 judged #526-536 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	c	item 119010 judged #537-547 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	c	item 119011 judged #548-558 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	c	item 119012 judged #559-569 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	c	item 119013 judged #570-580 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	c	item 119014 judged #581-591 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	c	item 119015 judged #592-602 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	c	item 119016 judged #603-613 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	c	item 119017 judged #614-624 does not fit the S run (cv 74502 count 79, gcd 175348 count 78)
S10406	e	63 files
S10456	b	3/3 per-file CV links name another volume (9179x3)
S10458	a-I	cv 46155 named by 1 I line(s) on books of S10469
S10467	d	label-ambiguous item 98924
S10469	e	287 files
S10527	e	81 files
S10538	b	1/1 per-file CV links name another volume (46516x1)
S10561	b	2/2 per-file CV links name another volume (84282x2)
S10564	d	label-ambiguous item 36858
S10587	b	2/2 per-file CV links name another volume (51589x2)
S10612	b	12/12 per-file CV links name another volume (166232x12)
S10623	b	10/10 per-file CV links name another volume (68132x9, 151404x1)
S10634	a-S	gcd 104118 is also the S of S35582
S10634	d	label-ambiguous item 106746
S10658	d	label-ambiguous item 21507
S10666	b	1/1 per-file CV links name another volume (49552x1)
S10668	d	label-ambiguous item 62894
S10681	b	3/3 per-file CV links name another volume (10944x3)
S10681	d	label-ambiguous item 68050
S10696	a-I	cv 76859 named by 1 I line(s) on books of S10690
S10696	a-I	gcd 110596 named by 1 I line(s) on books of S10690
S10712	d	label-ambiguous item 109571
S10712	e	25 files
S10723	c	item 45059 judged #1-4 does not fit the S run (cv 124797 count 3, gcd 201121 count 3)
S10723	c	item 45060 judged #5-8 does not fit the S run (cv 124797 count 3, gcd 201121 count 3)
S10778	b	1/1 per-file CV links name another volume (11010x1)
S10787	b	1/1 per-file CV links name another volume (44778x1)
S10802	b	1/1 per-file CV links name another volume (116430x1)
S10807	b	1/1 per-file CV links name another volume (120312x1)
S10820	b	5/5 per-file CV links name another volume (18356x5)
S10848	b	3/3 per-file CV links name another volume (61779x3)
S10919	b	2/2 per-file CV links name another volume (112457x2)
S10922	a-C	cv 3489 named by 1 C line(s) on books of S103837
S10922	a-C	gcd 3028 named by 1 C line(s) on books of S103837
S10922	d	label-ambiguous item 88762
S10972	b	1/1 per-file CV links name another volume (130640x1)
S11003	b	1/1 per-file CV links name another volume (1276x1)
S11006	e	72 files
S11051	e	87 files
S11054	a-I	cv 121268 named by 3 I line(s) on books of S11051
S11054	a-I	gcd 149589 named by 3 I line(s) on books of S11051
S11072	c	item 10250 RANGE CONTRADICTED by GCD notes (offset): judged #17-20, GCD says Lumberjanes #13, #18-20
S11072	e	23 files
S11087	b	1/1 per-file CV links name another volume (127745x1)
S11103	b	1/1 per-file CV links name another volume (140643x1)
S11148	c	item 45932 judged #29-30 does not fit the S run (cv 104520 count 19, gcd - count -)
S11148	c	item 45933 judged #31.1-31.2 does not fit the S run (cv 104520 count 19, gcd - count -)
S11178	b	1/1 per-file CV links name another volume (134227x1)
S11179	b	1/1 per-file CV links name another volume (138155x1)
S11209	e	34 files
S11280	a-C	cv 122218 named by 4 C line(s) on books of S11283
S11280	a-C	gcd 151261 named by 4 C line(s) on books of S11283
S11280	e	32 files
S11283	a-I	cv 126382 named by 2 I line(s) on books of S66353
S11289	c	item 43639 judged #11-21 does not fit the S run (cv - count -, gcd 201159 count 4)
S11289	c	item 43640 judged #22-32 does not fit the S run (cv - count -, gcd 201159 count 4)
S11289	c	item 43638 judged #1-10 does not fit the S run (cv - count -, gcd 201159 count 4)
S11289	c	item 43654 judged #180-194 does not fit the S run (cv - count -, gcd 201159 count 4)
S11289	c	item 43653 judged #167-179 does not fit the S run (cv - count -, gcd 201159 count 4)
S11289	c	item 43652 judged #154-166 does not fit the S run (cv - count -, gcd 201159 count 4)
S11289	c	item 43651 judged #140-152 does not fit the S run (cv - count -, gcd 201159 count 4)
S11289	c	item 43650 judged #127-139 does not fit the S run (cv - count -, gcd 201159 count 4)
S11289	c	item 43649 judged #115-126 does not fit the S run (cv - count -, gcd 201159 count 4)
S11289	c	item 43648 judged #105-114 does not fit the S run (cv - count -, gcd 201159 count 4)
S11289	c	item 43647 judged #95-104 does not fit the S run (cv - count -, gcd 201159 count 4)
S11289	c	item 43646 judged #84-94 does not fit the S run (cv - count -, gcd 201159 count 4)
S11289	c	item 43644 judged #64-73 does not fit the S run (cv - count -, gcd 201159 count 4)
S11289	c	item 43645 judged #74-83 does not fit the S run (cv - count -, gcd 201159 count 4)
S11289	c	item 43643 judged #54-63 does not fit the S run (cv - count -, gcd 201159 count 4)
S11289	c	item 43641 judged #33-42 does not fit the S run (cv - count -, gcd 201159 count 4)
S11289	c	item 43642 judged #43-53 does not fit the S run (cv - count -, gcd 201159 count 4)
S11363	e	51 files
S11370	e	39 files
S11401	b	1/1 per-file CV links name another volume (27681x1)
S11410	a-C	gcd 2657 named by 3 C line(s) on books of S66295
S11410	d	label-ambiguous item 88515
S11410	e	63 files
S11417	d	label-ambiguous item 100734
S11417	e	26 files
S11478	d	label-ambiguous item 83309
S11484	a-S	gcd 18547 is also the S of S11503
S11498	d	label-ambiguous item 83382
S11498	e	26 files
S11503	a-S	gcd 18547 is also the S of S11484
S11503	c	item 83286 RANGE CONTRADICTED by GCD notes (count): judged #12-12, GCD says Iron Man (Marvel, 1968 series) #95-112
S11503	c	item 83277 RANGE CONTRADICTED by GCD notes (multi): judged #3-3, GCD says Iron Man stories from Tales of Suspense (Marvel, 1959 Series) #66-83; Tales to Astonish (Marvel, 1959 Series) #82
S11503	d	label-ambiguous item 83289
S11513	e	26 files
S11524	e	24 files
S11538	e	34 files
S11548	d	label-ambiguous item 82848
S11548	e	22 files
S11582	e	28 files
S11600	d	label-ambiguous item 86687
S11601	a-S	gcd 1747 is also the S of S11602
S11602	a-S	gcd 1747 is also the S of S11601
S11602	a-I	cv 138122 named by 1 I line(s) on books of S6661
S11602	e	35 files
S11631	a-C	cv 2696 named by 1 C line(s) on books of S11506
S11631	a-C	gcd 2182 named by 1 C line(s) on books of S11506
S11631	e	98 files
S11633	a-S	gcd 127449 is also the S of S11634
S11634	a-S	gcd 127449 is also the S of S11633
S11648	f	1 shelf/shelves merged in after the wave that landed C-061 (2026-09-17): S98490
S11675	b	4/4 per-file CV links name another volume (19252x4)
S11723	e	104 files
S11793	b	2/2 per-file CV links name another volume (54311x2)
S11795	b	2/2 per-file CV links name another volume (62116x2)
S11814	a-I	cv 107952 named by 1 I line(s) on books of S68158
S11819	e	76 files
S11857	b	1/1 per-file CV links name another volume (117781x1)
S11886	d	label-ambiguous item 114052
S11910	b	1/1 per-file CV links name another volume (151549x1)
S11948	a-S	gcd 83092 is also the S of S11949
S11949	a-S	gcd 83092 is also the S of S11948
S11951	e	67 files
S11951	f	2 shelf/shelves merged in after the wave that landed C-027 (2026-09-16): S11952, S11953
S11956	b	1/1 per-file CV links name another volume (27309x1)
S12027	d	label-ambiguous item 109429
S12032	b	3/3 per-file CV links name another volume (18243x3)
S12069	b	1/1 per-file CV links name another volume (43950x1)
S12079	b	63/63 per-file CV links name another volume (115897x61, 152480x2)
S12079	d	label-ambiguous item 118629
S12079	e	68 files
S12107	e	114 files
S12149	b	1/1 per-file CV links name another volume (111434x1)
S12225	b	1/1 per-file CV links name another volume (162038x1)
S12236	c	item 45100 judged #64-74 does not fit the S run (cv 118350 count 9, gcd 188537 count 9)
S12236	c	item 45101 judged #75-85 does not fit the S run (cv 118350 count 9, gcd 188537 count 9)
S12236	c	item 45102 judged #86-96 does not fit the S run (cv 118350 count 9, gcd 188537 count 9)
S12236	c	item 45096 judged #20-30 does not fit the S run (cv 118350 count 9, gcd 188537 count 9)
S12236	c	item 45097 judged #31-41 does not fit the S run (cv 118350 count 9, gcd 188537 count 9)
S12236	c	item 45098 judged #42-52 does not fit the S run (cv 118350 count 9, gcd 188537 count 9)
S12236	c	item 45099 judged #53-63 does not fit the S run (cv 118350 count 9, gcd 188537 count 9)
S12236	c	item 45095 judged #9-19 does not fit the S run (cv 118350 count 9, gcd 188537 count 9)
S12239	e	37 files
S12298	b	2/2 per-file CV links name another volume (101874x2)
S12298	c	item 46030 judged #33-41 does not fit the S run (cv 37363 count 18, gcd 16761 count 18)
S12298	c	item 46031 judged #42-50 does not fit the S run (cv 37363 count 18, gcd 16761 count 18)
S12298	c	item 46032 judged #51-59 does not fit the S run (cv 37363 count 18, gcd 16761 count 18)
S12298	c	item 46033 judged #60-68 does not fit the S run (cv 37363 count 18, gcd 16761 count 18)
S12298	c	item 46034 judged #69-77 does not fit the S run (cv 37363 count 18, gcd 16761 count 18)
S12298	c	item 46035 judged #78-86 does not fit the S run (cv 37363 count 18, gcd 16761 count 18)
S12298	c	item 46036 judged #87-95 does not fit the S run (cv 37363 count 18, gcd 16761 count 18)
S12298	c	item 46037 judged #96-104 does not fit the S run (cv 37363 count 18, gcd 16761 count 18)
S12298	c	item 46038 judged #105-113 does not fit the S run (cv 37363 count 18, gcd 16761 count 18)
S12298	c	item 46039 judged #114-122 does not fit the S run (cv 37363 count 18, gcd 16761 count 18)
S12298	c	item 46040 judged #123-131 does not fit the S run (cv 37363 count 18, gcd 16761 count 18)
S12298	c	item 46041 judged #132-141 does not fit the S run (cv 37363 count 18, gcd 16761 count 18)
S12298	c	item 46042 judged #142-151 does not fit the S run (cv 37363 count 18, gcd 16761 count 18)
S12298	c	item 46043 judged #152-162 does not fit the S run (cv 37363 count 18, gcd 16761 count 18)
S12313	d	label-ambiguous item 101944
S12315	a-S	gcd 203061 is also the S of S12316
S12315	a-S	gcd 203061 is also the S of S12317
S12318	e	22 files
S12338	a-S	gcd 80655 is also the S of S12339
S12338	a-S	gcd 80655 is also the S of S12340
S12338	a-S	gcd 80655 is also the S of S12341
S12338	a-S	gcd 80655 is also the S of S12342
S12338	d	label-ambiguous item 83730
S12339	a-S	gcd 80655 is also the S of S12338
S12339	a-S	gcd 80655 is also the S of S12342
S12340	a-S	gcd 80655 is also the S of S12338
S12340	a-S	gcd 80655 is also the S of S12341
S12340	a-S	gcd 80655 is also the S of S12342
S12341	a-S	gcd 80655 is also the S of S12338
S12341	a-S	gcd 80655 is also the S of S12340
S12341	a-S	gcd 80655 is also the S of S12342
S12342	a-S	gcd 80655 is also the S of S12338
S12342	a-S	gcd 80655 is also the S of S12339
S12342	a-S	gcd 80655 is also the S of S12340
S12342	a-S	gcd 80655 is also the S of S12341
S12348	b	2/3 per-file CV links name another volume (116076x1, 3052x1)
S12426	b	1/1 per-file CV links name another volume (40361x1)
S12429	d	label-ambiguous item 83768
S12433	b	21/21 per-file CV links name another volume (71457x21)
S12433	e	23 files
S12443	b	4/4 per-file CV links name another volume (122072x3, 160193x1)
S12516	c	item 45123 judged #1-29 does not fit the S run (cv 148760 count 8, gcd - count -)
S12552	b	1/1 per-file CV links name another volume (103750x1)
S12565	a-C	cv 54320 named by 1 C line(s) on books of S103059
S12565	a-C	gcd 70212 named by 1 C line(s) on books of S103059
S12565	e	33 files
S12632	b	2/2 per-file CV links name another volume (109411x2)
S12702	e	24 files
S12705	b	3/3 per-file CV links name another volume (34727x3)
S12716	c	item 39646 judged #658-668 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39647 judged #669-679 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39648 judged #680-690 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39649 judged #691-700 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39641 judged #608-617 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39642 judged #618-627 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39643 judged #628-637 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39644 judged #638-647 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39645 judged #648-657 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39637 judged #566-575 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39638 judged #576-587 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39639 judged #588-597 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39640 judged #598-607 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39631 judged #505-514 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39632 judged #515-524 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39633 judged #525-534 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39634 judged #535-544 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39635 judged #545-555 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39636 judged #556-565 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39627 judged #464-473 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39628 judged #474-483 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39629 judged #484-494 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39630 judged #495-504 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39624 judged #433-442 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39625 judged #443-453 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39626 judged #454-463 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39611 judged #300-309 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39612 judged #310-319 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39613 judged #320-329 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
S12716	c	item 39614 judged #330-339 does not fit the S run (cv 18836 count 72, gcd 25323 count 72)
